"Model","hauljoin","lon","lat","Folds","abund","pred","prob","cvpred","cvprob","error","cverror"
"maxnet",-19550,1144651.25972467,819005.639391132,"A",167,8.14993861652843,0.987810651129857,3.89413254347782,0.975950273683022,-158.850061383472,-163.105867456522
"maxnet",-19542,767651.259724671,1096505.63939113,"A",0,0.00948184547417754,0.00511431704349941,0.00880372351808472,0.00839189375607585,0.00948184547417754,0.00880372351808472
"maxnet",-19531,623651.259724671,1154005.63939113,"A",0,0.00233261910753032,0.00126060102602055,0.00238142655820902,0.00227700791099961,0.00233261910753032,0.00238142655820902
"maxnet",-19520,1121651.25972467,870005.639391132,"A",0,0.00951267663023157,0.00513090401420435,0.0186448901710928,0.0176893664516681,0.00951267663023157,0.0186448901710928
"maxnet",-19512,865651.259724671,1074505.63939113,"A",0,0.0392979453349624,0.0210267013770827,0.0238038573115091,0.0225284370033859,0.0392979453349624,0.0238038573115091
"maxnet",-19370,470651.259724671,1157005.63939113,"A",0,0.0127170403706809,0.00685332471829603,0.00482331976940412,0.00460644738604898,0.0127170403706809,0.00482331976940412
"maxnet",-19363,342651.259724672,1010505.63939113,"A",0,0.819833649855536,0.358108798703494,0.555233653935313,0.412273518102833,0.819833649855536,0.555233653935313
"maxnet",-19362,322651.259724672,995505.639391131,"A",0,0.451565834280021,0.216661614196224,0.356828358647778,0.289347344695048,0.451565834280021,0.356828358647778
"maxnet",-19343,280651.259724672,938505.639391132,"A",0,0.00100228996386673,0.000541855392901081,0.00476943866897005,0.00455510633647693,0.00100228996386673,0.00476943866897005
"maxnet",-19335,250651.259724672,895505.639391132,"A",0,0.157864084426689,0.0818249323865692,0.0773106735906454,0.071333053440722,0.157864084426689,0.0773106735906454
"maxnet",-19332,197651.259724672,881005.639391132,"A",0,0.0182708340448479,0.00983155893401455,0.0136309325105432,0.0129633590022908,0.0182708340448479,0.0136309325105432
"maxnet",-19318,148651.259724672,796505.639391132,"A",0,0.0196298739218484,0.0105589859253863,0.0166584178180291,0.0158196893381547,0.0196298739218484,0.0166584178180291
"maxnet",-19071,56651.259724672,777505.639391133,"A",0,0.000759092303509142,0.000410405490115728,0.00173281269483766,0.00165734814368979,0.000759092303509142,0.00173281269483766
"maxnet",-19057,54651.259724672,701505.639391133,"A",0,0.195322708974794,0.100236631143869,0.10237300301941,0.0933473380232855,0.195322708974794,0.10237300301941
