"hauljoin","year","start_longitude","end_longitude","start_latitude","end_latitude","vessel","cruise","haul","btemp","area","sponge","coral","pen","lon","lat","bdepth","slope","speed","tmax","BPI","a_bering_sk","a_mud_sk","a_ak_sk","a_aleut_sk","ej_atf","j_atf","a_atf","a_kam","a_turbo","ej_fhs","j_fhs","a_fhs","j_dover","a_dover","ej_rex","j_rex","a_rex","j_yfs","a_yfs","ej_nrs","j_nrs","a_nrs","a_srs","a_plaice","ej_sable","j_sable","a_sable","a_yil","a_great","a_bigmouth","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","a_atka","a_ssth","a_rebs_sp","a_rougheye","a_blackspot","ej_pop","j_pop","a_pop","a_silvergray","a_darkrf","a_duskyrf","a_yellowtail","a_blackrf","a_northernrf","a_redstripe","a_yelloweye","a_redband","a_harlequin","a_sharpchin","a_shortraker","Zone","Folds"
31448,1991,-167.30283,-167.32117,53.78533,53.78417,83,199101,15,4.5,0.019086418,1,1,0,-872848.740275323,506905.639391129,180.706535339355,6.09962773323059,0.00753602921031415,6.80511522293091,-37.2492551803589,0,0,0,0,0,200,314,0,0,0,6,28,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,15,35,3,0,0,0,0,0,23,0,0,0,0,0,0,"I","S"
31449,1991,-167.34233,-167.341,53.7725,53.75117,83,199101,16,4.28908252716064,0.037978678,1,1,0,-875348.740275323,504905.639391129,300.808400472005,11.8202676773071,0.00752371813481053,7.07272020975749,69.1589635213216,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,"I","H"
31450,1991,-167.31883,-167.33433,53.6675,53.64267,83,199101,17,5,0.04361545,1,0,0,-876848.740275323,492905.639391129,84.8711090087891,0.248328506946564,0.00308683485491201,12.2314441204071,-3.34757969528437,0,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","H"
31452,1991,-167.608,-167.58333,53.50383,53.4805,83,199101,19,5.3,0.045590494,1,0,0,-897948.740275323,478305.639391129,84.8410919189453,1.04467812776566,0.00237137023359537,74.9112213134766,-9.60001192092895,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","H"
31453,1991,-167.59733,-167.62017,53.5665,53.53067,83,199101,20,5.1,0.0481339,1,0,0,-897491.59741818,485048.496533987,111.636322021484,2.44964015483856,0.00250507551910622,43.1306931631906,-35.2326673780169,0,0,0,0,0,40,56,0,0,0,2,40,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","O"
31454,1991,-168.50017,-168.48083,53.45367,53.47133,83,199101,21,4.8,0.034447392,1,0,0,-956848.740275323,487905.639391129,147.342332839966,5.06103578209877,0.00979321240447462,18.187352180481,-22.5464630126953,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","L"
31455,1991,-168.47267,-168.44267,53.3145,53.30033,83,199101,22,4.9,0.038858868,0,0,0,-958548.740275323,470705.639391129,69.8246482849121,0.570407748222351,0.014795477129519,5.6420618057251,7.72023048400879,0,0,0,0,1,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","N"
31456,1991,-168.6035,-168.59433,53.4085,53.39883,83,199101,23,4.72839117050171,0.018798668,1,0,0,-965348.740275323,483405.639391129,142.100425720215,3.66028460860252,0.00975427776575089,17.2011938095093,-23.6873316764832,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I","R"
31458,1991,-169.84483,-169.8435,53.20217,53.215,83,199101,25,3.93136692047119,0.02336501,1,0,0,-1051348.74027532,480905.639391129,377.484975179036,10.2363026936849,0.0191390793770552,73.9089635213216,109.079812367757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","M"
31459,1991,-169.86133,-169.89333,53.08817,53.09183,83,199101,26,3.8,0.034031375,1,0,0,-1056348.74027532,468405.639391129,185.62313079834,1.72812381386757,0.0160586121492088,168.858707427979,-17.3311030864716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","S"
31460,1991,-169.89283,-169.92417,52.87617,52.87167,83,199101,27,4.6,0.031373826,1,1,0,-1064348.74027532,445905.639391129,81.4422124226888,2.10440901915232,0.0256692996869485,181.768737792969,-2.03590301672618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,191,0,0,0,0,0,0,"H","C"
31461,1991,-169.97433,-169.9785,52.90433,52.88317,83,199101,28,4.6,0.034739892,1,1,0,-1068348.74027532,448905.639391129,73.7135696411133,4.55228877067566,0.0186051415900389,202.642044067383,-15.8402366638184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","E"
31462,1991,-169.9585,-169.98967,53.033,53.014,83,199101,29,3.9,0.04634028,1,1,0,-1065015.40694199,463072.306057796,133.30472056071,0.608102664351463,0.0136754478638371,257.879956563314,1.76318543155988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","L"
31463,1991,-169.8615,-169.89767,53.08333,53.09767,83,199101,30,3.7,0.045402604,1,0,0,-1056548.74027532,468705.639391129,187.648065185547,1.87032024860382,0.0159539142623544,167.806317138672,-15.9495147705078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","Q"
31464,1991,-170.5925,-170.62033,52.43033,52.4045,83,199101,31,4.1,0.05647733,0,1,0,-1122634.45456104,408191.353676844,328.369524274554,0.867555516106742,0.0465538714613233,83.8354666573661,-2.45034543105534,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,"R","T"
31465,1991,-170.72517,-170.714,52.3225,52.30367,83,199101,32,4.1,0.034976502,1,1,0,-1133348.74027532,398905.639391129,153.863174438477,0.514761199553808,0.0209368783980608,273.088256835938,-29.6816965738932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,5,0,0,0,0,0,0,0,0,0,0,0,0,"R","S"
31466,1991,-170.67883,-170.7205,52.49417,52.49083,83,199101,33,4.3,0.045338244,0,0,1,-1126848.74027532,417905.639391129,218.327724456787,3.29558175802231,0.0448939576745033,136.100799560547,7.25107058882713,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R","L"
31467,1991,-170.656,-170.70333,52.53733,52.533,83,199101,34,4.3,0.049081704,1,1,0,-1124348.74027532,421905.639391129,114.605613708496,0.459415918588638,0.0429184675216675,181.2482421875,-6.12676725387573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R","Q"
31469,1991,-170.787,-170.814,52.711,52.6985,83,199101,36,4.1,0.051887462,0,0,0,-1127348.74027532,442405.639391129,206.229820251465,4.6853392124176,0.0348421726375818,182.310611724854,-7.79728603363037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","G"
31470,1991,-170.81683,-170.85383,52.74267,52.72567,83,199101,37,3.9,0.05117237,1,0,0,-1128748.74027532,446305.639391129,415.176635742188,1.60397737026215,0.031459691375494,146.881365966797,11.4488116264343,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","A"
31471,1991,-170.63833,-170.659,52.82133,52.807,83,199101,38,3.8,0.034865276,1,0,0,-1114598.74027532,451655.639391129,385.351913452148,2.00357973575592,0.0195746566168964,93.6334552764893,6.67373758554459,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","L"
31472,1991,-171.34717,-171.37483,52.83167,52.81117,83,199101,39,4.2,0.045997955,1,1,0,-1160848.74027532,464905.639391129,170.659205118815,0.555704986055692,0.0479406733065844,346.345326741536,-1.99519480268161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,629,309,104,0,0,0,0,0,0,0,0,0,0,0,0,"H","R"
31473,1991,-171.34517,-171.38683,52.865,52.86067,83,199101,40,4.2,0.044807772,1,0,0,-1159848.74027532,468905.639391129,209.080123901367,0.563649907708168,0.0430982708930969,246.096496582031,-3.81375305913389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","N"
31474,1991,-171.59017,-171.62317,52.797,52.77933,83,199101,41,4.1,0.047049477,1,1,0,-1177948.74027532,465505.639391129,230.985116577148,0.770954126119614,0.0574597552418709,154.781771850586,-7.46813859939575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H","Q"
31475,1991,-172.23983,-172.21683,52.49783,52.48217,83,199101,42,4,0.037463034,1,0,0,-1227598.74027532,445155.639391129,236.789291381836,1.02328366041183,0.0624926332384348,180.146133422852,6.64169375598431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,6,37,0,0,0,0,0,0,0,0,0,0,0,0,"H","E"
31477,1991,-172.38767,-172.42983,52.60883,52.605,83,199101,44,3.87160897254944,0.04711959,1,1,0,-1235848.74027532,460905.639391129,335.80696105957,2.51828706264496,0.0360662695020437,117.975336074829,-1.12863206863403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","N"
31478,1991,-172.8725,-172.8285,52.3055,52.3015,83,199101,45,3.73697328567505,0.050074056,1,0,0,-1273748.74027532,436505.639391129,439.593182373047,2.27264513969421,0.0739781245589256,138.586251831055,34.1543437957764,0,0,0,0,0,0,11,39,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"G","G"
31479,1991,-172.91433,-172.891,52.26767,52.27,83,199101,46,3.7,0.025312032,0,1,0,-1278348.74027532,433905.639391129,222.315663655599,4.29046535491943,0.0734683473904928,165.193344116211,-14.8233013153076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,"G","C"
31480,1991,-172.995,-172.95233,52.2685,52.2635,83,199101,47,4.3,0.046234652,1,0,0,-1283348.74027532,434905.639391129,178.154086303711,2.97484052181244,0.0635118782520294,129.793376159668,-43.1324668884277,0,0,0,0,0,2,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92,0,0,161,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,"G","N"
31481,1991,-172.44567,-172.48117,52.15517,52.1425,83,199101,48,4.3,0.04399282,1,1,0,-1253348.74027532,412905.639391129,176.653172810872,0.425469001134237,0.13197734951973,212.730728149414,-0.432165622711182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,61,0,0,0,0,0,0,0,0,81,118,74,0,0,0,0,0,0,0,0,0,0,0,0,"Q","K"
31482,1991,-172.2495,-172.25483,52.03883,52.05467,83,199101,49,4.28627443313599,0.028028376,1,1,0,-1242348.74027532,397905.639391129,173.618459065755,0.534862448771795,0.237428903579712,194.817555745443,-11.0695051550865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,180,798,423,0,0,0,0,0,0,0,0,0,0,0,0,"Q","P"
31485,1991,-172.67467,-172.71933,52.20733,52.21,83,199101,52,4.1,0.047825292,1,1,0,-1266748.74027532,423505.639391129,173.630380249023,0.409427011013031,0.0787447974085808,327.352069091797,8.62420253753662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,0,0,0,624,0,0,0,0,5,27,33,0,0,0,0,0,0,0,0,0,0,0,0,"Q","S"
31487,1991,-173.10067,-173.14117,52.2505,52.25367,83,199101,54,4.6,0.042687814,1,0,0,-1293348.74027532,436405.639391129,145.190570831299,1.12050312757492,0.0220455699600279,48.8425397872925,-17.0496520996094,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","T"
31488,1991,-173.11383,-173.07083,52.27217,52.27333,83,199101,55,3.7,0.046710645,1,0,0,-1290848.74027532,437905.639391129,233.62028503418,3.31551170349121,0.0250785015523434,61.4701366424561,-26.4579954147339,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,1,24,0,0,0,0,0,0,68,113,0,0,0,0,0,0,0,0,0,0,0,0,"G","G"
31489,1991,-173.23583,-173.27467,52.27017,52.277,83,199101,56,3.8,0.044188144,1,1,0,-1301348.74027532,441405.639391129,249.926982879639,5.56491792201996,0.0213763364590704,28.4600191116333,-8.36694324016571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,2,303,0,0,0,0,0,0,319,827,0,0,0,0,0,0,0,0,0,0,0,0,"G","P"
31491,1991,-173.225,-173.263,52.29433,52.29917,83,199101,58,3.7,0.042730776,1,0,0,-1300348.74027532,443405.639391129,449.891815185547,5.01665782928467,0.019890520721674,25.9382982254028,91.9046497344971,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","C"
31492,1991,-173.98567,-173.9745,52.25617,52.28217,83,199101,59,5.3,0.043449,1,0,0,-1349348.74027532,455405.639391129,69.8447151184082,1.24893061319987,0.0136446425070365,30.0372505187988,-5.4878370364507,0,0,0,0,0,163,92,0,0,2,153,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","T"
31493,1991,-173.97883,-173.96433,52.37533,52.353,83,199101,60,5.9,0.039594282,1,0,0,-1345348.74027532,465405.639391129,92.219654083252,1.57191145420074,0.0377734918147326,25.8401961326599,-19.4351420402527,0,0,0,0,2,235,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,40,1,127,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","E"
31494,1991,-172.633,-172.66883,52.321,52.33283,83,199101,61,3.6,0.04467024,0,0,0,-1260148.74027532,435105.639391129,87.4173370361328,1.23562167882919,0.0454948507249355,161.372109985352,-4.43160299062729,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","G"
31495,1991,-173.75717,-173.71517,52.27933,52.272,83,199101,62,4.21785640716553,0.046569894,1,0,0,-1332848.74027532,450905.639391129,167.890920003255,0.732678045829137,0.00883201090618968,27.9108826319377,18.8059670130412,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73,0,2,15,0,0,0,0,0,0,25,63,0,0,0,0,0,0,0,0,0,0,0,0,"F","R"
31496,1991,-173.69933,-173.695,52.27317,52.2875,83,199101,63,4.06416797637939,0.02536117,1,0,0,-1330348.74027532,450905.639391129,176.588399251302,1.23398371537526,0.00959381212790807,25.202340443929,15.3822084267934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","C"
31497,1991,-173.8415,-173.831,51.90617,51.90567,83,199101,64,4.63256120681763,0.01111158,1,1,0,-1351848.74027532,413905.639391129,126.005397796631,0.469330117106438,0.0453621689230204,47.6380386352539,-3.96024918556213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,6,0,0,0,0,294,268,10,0,0,0,0,0,523,0,0,0,0,0,0,"Q","T"
31498,1991,-173.87283,-173.83833,51.97017,51.972,83,199101,65,5.01583003997803,0.033898187,1,0,0,-1350948.74027532,421305.639391129,79.8027236938477,0.512101751565933,0.0452880248427391,69.5180953979492,-0.349014943838119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,7022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q","E"
31499,1991,-173.97783,-173.94317,51.89483,51.8805,83,199101,66,4.52939367294312,0.043820073,1,0,0,-1360548.74027532,414705.639391129,136.115986633301,0.756158900260925,0.0288243718445301,36.4043144226074,-0.594887864589691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q","S"
31501,1991,-174.0965,-174.05233,51.994,51.9965,83,199101,68,4.90873432159424,0.044771454,1,0,0,-1364948.74027532,428305.639391129,90.5666046142578,0.135348701477051,0.032798869535327,42.364852142334,0.394857949391007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q","R"
31503,1991,-174.337,-174.356,51.97433,51.96817,83,199101,70,4.70453453063965,0.022561968,1,0,0,-1383348.74027532,431405.639391129,101.407207489014,0.265656363219023,0.0324476500973105,14.8648264408112,2.03286531567574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","O"
31504,1991,-174.4885,-174.455,52.37383,52.38267,83,199101,71,4.41380167007446,0.037530322,1,0,0,-1377848.74027532,476905.639391129,256.242078781128,5.37111365795135,0.0569154908880591,9.57204842567444,5.5479793548584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","Q"
