"Model","hauljoin","lon","lat","Folds","abund","pred","prob","cvpred","cvprob","error","cverror"
"maxnet",-19551,1189151.25972467,819005.639391132,"A",0,3.16665064078066,0.650535100729499,3.24997491377968,0.645002486772384,3.16665064078066,3.24997491377968
"maxnet",-19543,790651.259724671,1069505.63939113,"A",0,1.29840325017561,0.350192931214203,1.32878926439265,0.345206296044771,1.29840325017561,1.32878926439265
"maxnet",-19517,958651.259724671,1052505.63939113,"A",0,4.17771015509074,0.750184246833437,4.25805063843008,0.742537249532268,4.17771015509074,4.25805063843008
"maxnet",-19374,513651.259724671,1096005.63939113,"A",0,1.68592850148634,0.428643039622865,1.44505081090337,0.369021330345928,1.68592850148634,1.44505081090337
"maxnet",-19336,239984.593058005,896338.972724465,"A",0,2.06109384938386,0.495556214062715,2.17205257691294,0.499501801152806,2.06109384938386,2.17205257691294
"maxnet",-19333,213651.259724672,863505.639391132,"A",0,0.596815182676043,0.179750888587508,0.709729162567912,0.202412657769236,0.596815182676043,0.709729162567912
"maxnet",-19329,112651.259724672,939005.639391132,"A",7,0.293782286187916,0.0929320901769251,0.212102980218696,0.0653556761816477,-6.70621771381208,-6.7878970197813
"maxnet",-19317,77651.259724672,828505.639391132,"A",31,2.45418751736422,0.557276105047635,2.39936038137033,0.534473244804711,-28.5458124826358,-28.6006396186297
"maxnet",-19071,56651.259724672,777505.639391133,"A",0,0.791152701001281,0.231003397887731,0.906831126678984,0.250967493336401,0.791152701001281,0.906831126678984
"maxnet",-19066,124651.259724672,732505.639391133,"A",0,1.04011015423678,0.292009427079556,1.02509649561485,0.27867076642995,1.04011015423678,1.02509649561485
"maxnet",-19047,-13348.7402753279,712505.639391133,"A",1,1.46523573460931,0.385206865286779,1.3846616720189,0.356761353958881,0.465235734609309,0.384661672018903
"maxnet",-19044,-83348.7402753279,634505.639391133,"A",0,1.29513838139831,0.349488183593188,1.38913184939513,0.357676980331127,1.29513838139831,1.38913184939513
"maxnet",-19028,-81348.7402753279,748505.639391133,"A",2,3.70915605474575,0.708136218373032,3.80663648467503,0.702705352651289,1.70915605474575,1.80663648467503
"maxnet",-18967,-213348.740275328,683005.639391133,"A",32,4.19242044489669,0.751401354522222,4.24901735383548,0.74179505797046,-27.8075795551033,-27.7509826461645
"maxnet",-18956,-117348.740275328,674505.639391133,"A",0,0.712532785700627,0.210666465530846,0.638491893937285,0.184099851154825,0.712532785700627,0.638491893937285
"maxnet",-18917,-550348.740275327,558005.639391134,"A",12,6.37376924856931,0.87950415172574,6.46355927997691,0.872506856628111,-5.62623075143069,-5.53644072002309
"maxnet",-18906,-565348.740275327,504505.639391134,"A",0,1.17869054778028,0.323845884613435,1.28764370737934,0.336564413125813,1.17869054778028,1.28764370737934
"maxnet",-18904,-575348.740275327,500505.639391134,"A",0,1.65381118668285,0.422517951413618,2.07613906406681,0.483968391160341,1.65381118668285,2.07613906406681
"maxnet",-18896,-157348.740275328,574005.639391133,"A",0,1.09413297009558,0.304594734244057,1.07936478896112,0.291037659833135,1.09413297009558,1.07936478896112
"maxnet",-18894,-216348.740275328,583505.639391133,"A",0,0.611195066148108,0.183657614046241,0.630341187793819,0.18197794064507,0.611195066148108,0.630341187793819
